,highway,side,between,time,period,start_loc,end_loc
2588,Rogers Road,North,A point 24 metres east of Chambers Avenue and a point 15 metres west of Rosethorn Avenue,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,A point 24 metres east of Chambers Avenue , a point 15 metres west of Rosethorn Avenue
2589,Estelle Avenue,West,Hollywood Avenue and and a point 75 metres north,"8:00 a.m. to 3:30 p.m., Mon. to Fri.",15 mins.,Hollywood Avenue , 
2590,Palmerston Avenue,West,Dundas Street West and a point 45.9 metres south of College Street,"10:00 a.m. to 6:00 p.m., Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Dundas Street West , a point 45.9 metres south of College Street
2591,Kenilworth Avenue,East,The first lane south of Queen Street East (east intersection) and Kew Beach Avenue,"8:00 a.m. to 7:00 p.m., Mon. to Sat.",1 hour,The first lane south of Queen Street East (east intersection) , Kew Beach Avenue
2592,Carlton Street,South,A point 6 metres east of Bowman Street and a point 55 metres further east,"8:30 a.m. to 9:15 a.m., 11:15 a.m. to 1:15 p.m., 3:15 p.m. to 3:45 p.m., Mon. to Fri.",15 mins.,A point 6 metres east of Bowman Street , a point 55 metres further east
2593,Niagara Street,South,Bathurst Street and Portland Street,"8:00 a.m. to 6:00 p.m., Mon. to Sat.",2 hours,Bathurst Street , Portl
2594,Firgrove Crescent,North,A point 110 metres southwest of Elana Drive and a point 84 metres further southwest,8:00 a.m. to 6:00 p.m.,15 mins.,A point 110 metres southwest of Elana Drive , a point 84 metres further southwest
2598,Mount Pleasant Road,West,A point 53.5 metres north of Soudan Avenue and a point 11 metres further north,"9:00 a.m. of one day to 7:00 a.m. of the next following day, Mon. to Fri.; anytime Sat., Sun. and public holidays",10 mins.,A point 53.5 metres north of Soudan Avenue , a point 11 metres further north
2599,Kennedy Avenue,East,Deforest Road and a point 98 metres south of Bloor Street West,8:00 a.m. to 6:00 p.m. Mon. to Fri.,1 hour,Deforest Road , a point 98 metres south of Bloor Street West
2600,Glendonwynne Road,East,A point 30.5 metres north of Bloor Street West and Norma Crescent,"10:00 a.m. to 6:00 p.m. Mon. to Sat. from Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,A point 30.5 metres north of Bloor Street West , Norma Crescent
2601,Calico Drive,East,A point 15 metres north of Giltspur Drive and a point 41 metres north of Giltspur Drive,Anytime,15 mins.,A point 15 metres north of Giltspur Drive , a point 41 metres north of Giltspur Drive
2602,Calico Drive,East,A point 15 metres north of a point opposite the northerly limit of Dombey Road and a point 189 metres north of a point opposite the northerly limit of Giltspur Drive,Anytime,15 mins.,A point 15 metres north of a point opposite the northerly limit of Dombey Road , a point 189 metres north of a point opposite the northerly limit of Giltspur Drive
2603,Port Royal Trail,North,12 metres west of Bramblebrook Avenue and A point 86 metres further east of Bramblebrook Avenue,8:00 a.m. to 4:00 p.m. Monday to Friday,30 mins.,12 metres west of Bramblebrook Avenue , A point 86 metres further east of Bramblebrook Avenue
2604,Maberley Crescent,North,Oxhorn Road and East Avenue,8:00 a.m. to 4:00 p.m. Monday to Friday,30 mins.,Oxhorn Road , East Avenue
2605,Bartlett Avenue,East,Dupont Street and a point 44.1 metres north,8:00 a.m. to 6:00 p.m.,1 hour,Dupont Street , a point 44.1 metres north
2607,Adelaide Street West,North,Niagara Street and Tecumseth Street,8:00 a.m. to 6:00 p.m.,1 hour,Niagara Street , Tecumseth Street
2609,Audrey Avenue,East,Kingston Road and A point 38 metres south of Dodge Road,"7:00 a.m. to 6:00 p.m., Monday to Friday",1 hour,Kingston Road , A point 38 metres south of Dodge Road
2610,Austin Terrace,South,Austin Crescent and Lyndhurst Court,"8:00 a.m. to 4:00 p.m., Mon. to Fri., from the 16th day to the last day of each month from Apr. 1 to Nov. 30, inclusive and from Dec. 1 of one year to Mar. 31 of the next following year",1 hour,Austin Crescent , Lyndhurst Court
2611,Leslie Street,West,A point 114 metres north of Dundas Street East and a point 22 metres further north,"7:30 a.m. to 9:00 a.m., and 4:00 p.m. to 6:00 p.m. Mon. to Fri.",15 mins.,A point 114 metres north of Dundas Street East , a point 22 metres further north
2612,Ashdale Avenue,West,Fairford Avenue and a point 35 metres south,Anytime,1 hour,Fairford Avenue , a point 35 metres south
2613,Ashdale Avenue,West,A point 82 metres south of Fairford Avenue and the public lane first north of Gerrard Street East,Anytime,1 hour,A point 82 metres south of Fairford Avenue , the public lane first north of Gerrard Street East
2620,Leslie Street,East,A point 47.5 metres south of Dundas Street East and a point 53 metres further south,"8:00 a.m. to 9:00 a.m., 11:30 a.m. to 1:00 p.m. and 3:00 p.m. to 4:00 p.m., Mon. to Fri. except during the months of July and Aug. and except on public holidays",10 mins.,A point 47.5 metres south of Dundas Street East , a point 53 metres further south
2621,Bloor Street East,South,Church Street and a point 65.5 metres west of Ted Rogers Way,9:30 a.m. to 3:30 p.m.,1 hour,Church Street , a point 65.5 metres west of Ted Rogers Way
2622,Cork Avenue,South,A point 75 metres east of Corona Street and a point 70 metres east thereof,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",15 mins.,A point 75 metres east of Corona Street , a point 70 metres east thereof
2625,Langside Avenue,East,A point 110 metres north of Gary Drive and a point 85 metres north thereof,"8:00 a.m. to 9:00 a.m. and 2:30 p.m. to 3:30 p.m., Mon. to Fri.",15 mins.,A point 110 metres north of Gary Drive , a point 85 metres north thereof
2626,Langside Avenue,East,A point 15 metres north of Gary Drive and a point 15 metres north thereof,"8:00 a.m. to 9:00 a.m. and 2:30 p.m. to 3:30 p.m., Mon. to Fri.",15 mins.,A point 15 metres north of Gary Drive , a point 15 metres north thereof
2627,Macduff Crescent,North,238 metres west of Randall Crescent and 42 metres further west,"8:00 a.m. to 4:00 p.m., Monday to Friday, except July, August and Public Holidays",30 mins.,238 metres west of R,all Crescent 
2628,Wayne Avenue,North,Warden Avenue and 101 metres west of Warden Avenue,8:00 a.m. to 4:00 p.m. Monday to Friday,30 mins.,Warden Avenue , 101 metres west of Warden Avenue
2633,Margueretta Street,East,Dundas Street West and College Street,"Anytime, from the 16th day to the last day of each month, Apr. 1 to Nov. 30, inclusive",1 hour,Dundas Street West , College Street
2634,Margueretta Street,West,Dundas Street West and College Street,"Anytime, from the 1st day to the 15th day of each month, Apr. 1 to Nov. 30, inclusive; Anytime, from Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Dundas Street West , College Street
2635,Rusholme Drive,East,Dundas Street West and St. Anne's Road,"Anytime, from the 16th day to the last day of each month, Apr. 1 to Nov. 30, inclusive",1 hour,Dundas Street West , St. Anne's Road
2636,Rusholme Drive,West,Dundas Street West and St. Anne's Road,"Anytime, from the 1st day to the 15th day of each month, Apr. 1 to Nov. 30, inclusive; Anytime, from Dec. 1 of one year to Mar. 31 of the next following year, inclusive",1 hour,Dundas Street West , St. Anne's Road
2637,St. Clarens Avenue,East,Hickson Street and Dundas Street West,10:00 a.m. to 12:00 a.m.,1 hour,Hickson Street , Dundas Street West
2638,Dawes Road,West,Gower Street and a point 68.9 metres south,Anytime,1 hour,Gower Street , a point 68.9 metres south
2639,Gerrard Street East,South,Carlaw Avenue and Pape Avenue,"8:00 a.m. to 4:00 p.m., Mon. to Fri.; 8:00 a.m. to 6:00 p.m., Sat.",1 hour,Carlaw Avenue , Pape Avenue
2640,Royal York Court,South,A point 100 metres east of Royal York Road and the east limit of Royal York Court,Anytime,1 hour,A point 100 metres east of Royal York Road , the east limit of Royal York Court
2642,Kempford Boulevard,North,A point 130 metres west of Yonge Street and Beecroft Road,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",15 mins.,A point 130 metres west of Yonge Street , Beecroft Road
2643,Barton Avenue,North,Clinton Street and a point 49.7 metres east of Christie Street,10:00 a.m. to 6:00 p.m.,1 hour,Clinton Street , a point 49.7 metres east of Christie Street
2644,Barton Avenue,North,Euclid Avenue and a point 53.2 metres east of Manning Avenue,10:00 a.m. to 6:00 p.m.,1 hour,Euclid Avenue , a point 53.2 metres east of Manning Avenue
2645,Barton Avenue,North,A point 53.8 metres east of Markham Street and a point 15 metres west of Bathurst Street,10:00 a.m. to 6:00 p.m.,1 hour,A point 53.8 metres east of Markham Street , a point 15 metres west of Bathurst Street
2646,Barton Avenue,North,Markham Street and a point 54 metres east of Palmerston Avenue,10:00 a.m. to 6:00 p.m.,1 hour,Markham Street , a point 54 metres east of Palmerston Avenue
2647,Barton Avenue,North,Manning Avenue and a point 54.3 metres east of Clinton Street,10:00 a.m. to 6:00 p.m.,1 hour,Manning Avenue , a point 54.3 metres east of Clinton Street
2648,Barton Avenue,North,Palmerston Avenue and a point 53.5 metres east of Euclid Avenue,10:00 a.m. to 6:00 p.m.,1 hour,Palmerston Avenue , a point 53.5 metres east of Euclid Avenue
2649,Barton Avenue,South,A point 15 metres east of Christie Street and a point 22.6 metres further east,10:00 a.m. to 6:00 p.m.,1 hour,A point 15 metres east of Christie Street , a point 22.6 metres further east
2650,Barton Avenue,South,Clinton Street and a point 37.6 metres east,10:00 a.m. to 6:00 p.m.,1 hour,Clinton Street , a point 37.6 metres east
2651,Barton Avenue,South,Euclid Avenue and a point 40.4 metres east,10:00 a.m. to 6:00 p.m.,1 hour,Euclid Avenue , a point 40.4 metres east
2652,Barton Avenue,South,Manning Avenue and a point 38.8 metres east,10:00 a.m. to 6:00 p.m.,1 hour,Manning Avenue , a point 38.8 metres east
2653,Barton Avenue,South,Markham Street and a point 39.5 metres east,10:00 a.m. to 6:00 p.m.,1 hour,Markham Street , a point 39.5 metres east
2654,Barton Avenue,South,Palmerston Avenue and a point 40.1 metres east,10:00 a.m. to 6:00 p.m.,1 hour,Palmerston Avenue , a point 40.1 metres east
2655,Winona Drive,East,A point 15 metres south of Benson Avenue and a point 30 metres further south,"7:00 a.m. to 10:00 a.m., 10:45 a.m. to 1:00 p.m. and 3:00 p.m. to 6:15 p.m. Mon. to Fri.",15 mins.,A point 15 metres south of Benson Avenue , a point 30 metres further south
2656,Soudan Avenue,North,A point 9 metres west of Petman Avenue and a point 17 metres further west,7:30 a.m. to 9:00 a.m. and 4:00 p.m. to 6:00 p.m. Mon. to Fri.,10 mins.,A point 9 metres west of Petman Avenue , a point 17 metres further west
2657,Wallace Avenue,South,Symington Avenue and a point 30.1 metres east,"8:00 a.m. to 5:00 p.m., Mon. to Fri.",1 hour,Symington Avenue , a point 30.1 metres east
2658,Wallace Avenue,South,A point 45.1 metres east of Symington Avenue and a point 65 metres east of Campbell Avenue,"8:00 a.m. to 5:00 p.m., Mon. to Fri.",1 hour,A point 45.1 metres east of Symington Avenue , a point 65 metres east of Campbell Avenue
2659,Gibson Avenue,West,Lawrence Avenue West and a point 120 metres south,Anytime,15 mins.,Lawrence Avenue West , a point 120 metres south
2660,McNairn Avenue,North,Yonge Boulevard and Yonge Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Yonge Boulevard , Yonge Street
2662,West Lodge Avenue,West,A point 15 metres north of Queen Street West and a point 16.4 metres further north,Anytime,1 hour,A point 15 metres north of Queen Street West , a point 16.4 metres further north
2663,West Lodge Avenue,West,A point 46 metres north of Queen Street West and a point 15.1 metres further north,Anytime,1 hour,A point 46 metres north of Queen Street West , a point 15.1 metres further north
2666,Summerhill Avenue,South,A point 89.9 metres east of MacLennan Avenue and a point 7.6 metres further east,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,A point 89.9 metres east of MacLennan Avenue , a point 7.6 metres further east
2667,Summerhill Avenue,South,A point 139 metres east of MacLennan Avenue and a point 11.8 metres further east,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,A point 139 metres east of MacLennan Avenue , a point 11.8 metres further east
2668,Summerhill Avenue,South,A point 172.1 metres east of MacLennan Avenue and a point 6.9 metres further east,"9:00 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,A point 172.1 metres east of MacLennan Avenue , a point 6.9 metres further east
2669,Sixth Street,West,A point 53 metres north of Morrison Street and a point 76 metres further north,7:00 a.m. to 9:00 a.m.,10 mins.,A point 53 metres north of Morrison Street , a point 76 metres further north
2670,Eltham Drive,South,A point 92.5 metres west of Finsbury Crescent and a point 66.0 metres further west,8:00 a.m. to 6:00 p.m.,15 mins.,A point 92.5 metres west of Finsbury Crescent , a point 66.0 metres further west
2671,Bridlewood Boulevard,North,15 metres east of Batterswood Drive and 28 metres further east,"8:00 a.m. to 4:00 p.m. Monday to Friday, except July, August and Public Holidays",15 mins.,15 metres east of Batterswood Drive , 28 metres further east
2672,Bridlewood Boulevard,North,137 metres east of Batterswood Drive and 52 metres further east,"8:00 a.m. to 4:00 p.m. Monday to Friday, except July, August and Public Holidays",15 mins.,137 metres east of Batterswood Drive , 52 metres further east
2674,Drayton Avenue,East,Woodrow Avenue and a point 38.1 metres south of Danforth Avenue,8:00 a.m. to 6:00 p.m.,1 hour,Woodrow Avenue , a point 38.1 metres south of Danforth Avenue
2675,Lake Shore Boulevard West,North,A point 74 metres west of Thirty Ninth Street and the most easterly outbound access from Brown's Line,8:00 a.m. to 6:00 p.m.,1 hour,A point 74 metres west of Thirty Ninth Street , the most easterly outbound access from Brown's Line
2677,Folkes Street (YK),North,Humber Trail and a point 38.3 metres west of Jane Street,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",15 mins.,Humber Trail , a point 38.3 metres west of Jane Street
2678,Folkes Street (YK),North,Rivercrest Road and Humber Trail,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",2 hours,Rivercrest Road , Humber Trail
2680,Dunblaine Avenue,North,Avenue Road and a point 77 metres west of Avenue Road,"8:30 a.m. to 6:00 p.m., Mon. to Sat.",1 hour,Avenue Road , a point 77 metres west of Avenue Road
2681,Joicey Boulevard,South,A point 38 metres west of Avenue Road and Kelso Avenue,"9:00 a.m to 6:00 p.m., Mon. to Fri.",2 hours,A point 38 metres west of Avenue Road , Kelso Avenue
2682,Sesame Street,North,15 metres east of Pharmacy Avenue and 64 metres further east,"8:30 a.m. to 4:30 p.m. Monday to Friday, except July, August and Public Holidays",30 mins.,15 metres east of Pharmacy Avenue , 64 metres further east
2683,Bridlewood Boulevard,North,94 metres east and south of Pharmacy Avenue and 66 metres further east and south,"8:30 a.m. to 4:30 p.m. Monday to Friday, except July, August and Public Holidays",30 mins.,94 metres east , south of Pharmacy Avenue 
2685,Carroll Street,East,A point 42 metres north of Matilda Street and Dundas Street East,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,A point 42 metres north of Matilda Street , Dundas Street East
2686,Matilda Street,North,Carroll Street and a point 26 metres west,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Carroll Street , a point 26 metres west
2687,Matilda Street,South,Davies Avenue and a point 27 metres east,"8:00 a.m. to 6:00 p.m., Mon. to Fri.",1 hour,Davies Avenue , a point 27 metres east
2688,College Street,North,A point 30.5 metres east of Dovercourt Road and a point 33 metres further east,"7:00 a.m. to 9:00 a.m., Mon. to Fri.",10 mins.,A point 30.5 metres east of Dovercourt Road , a point 33 metres further east
2689,College Street,South,A point 32 metres east of Dovercourt Road and a point 33 metres further east,4:00 p.m. to 6:00 p.m. Mon. to Fri.,10 mins.,A point 32 metres east of Dovercourt Road , a point 33 metres further east
2691,Jane Street,East,Rivercrest Road and Weatherell Street,8:00 a.m. to 4:00 p.m. Mon. to Fri.,15 mins.,Rivercrest Road , Weatherell Street
2692,Jane Street,East,Weatherell Street and Nelles Avenue,8:00 a.m. to 4:00 p.m.,1 hour,Weatherell Street , Nelles Avenue
2693,Rogers Road,South,A point 67 metres west of Bronoco Avenue and a point 37 metres west of Bronoco Avenue,"8:00 a.m. to 4:00 p.m., Mon. to Fri.",15 mins.,A point 67 metres west of Bronoco Avenue , a point 37 metres west of Bronoco Avenue
